,ID,LONGDISTANCE,INTERNATIONAL,LOCAL,DROPPED,PAYMETHOD,LOCALBILLTYPE,LONGDISTANCEBILLTYPE,USAGE,RATEPLAN,GENDER,STATUS,CHILDREN,ESTINCOME,CAROWNER,AGE,PredictedChurn
273,830,14,5,73,0,CC,FreeLocal,Standard,93,1,M,S,0,94928.3,N,40.18,T
274,838,29,0,62,0,CH,Budget,Standard,92,1,M,M,0,65000.0,Y,52.266667,T
275,840,1,0,29,0,CC,Budget,Standard,31,4,F,S,2,93559.1,N,57.62,F
276,841,17,6,51,0,CC,FreeLocal,Standard,74,4,F,M,1,56722.8,N,60.593332999999994,T
277,843,0,0,3,0,CC,Budget,Intnl_discount,3,1,M,M,1,120000.0,N,53.213333,T
278,844,18,0,104,0,CC,Budget,Standard,123,1,F,S,2,3416.62,Y,22.76,T
279,845,0,0,10,0,Auto,Budget,Standard,10,3,F,M,0,78000.0,Y,55.63333299999999,F
280,847,29,0,59,0,CC,FreeLocal,Standard,88,3,F,M,2,8032.16,N,45.666667,F
281,848,18,0,25,0,Auto,FreeLocal,Standard,44,2,F,D,1,93454.3,Y,48.533333,F
282,851,23,0,51,0,Auto,FreeLocal,Standard,74,3,F,S,0,92564.1,Y,49.133333,F
283,858,6,0,46,0,CC,FreeLocal,Standard,53,3,F,M,2,81913.8,Y,49.66,F
284,861,27,0,93,0,CH,Budget,Standard,120,4,F,S,0,919.93,N,38.26,T
285,862,7,0,9,1,CC,Budget,Standard,17,3,F,M,2,69486.8,N,30.946666999999998,F
286,863,0,0,2,0,CH,Budget,Intnl_discount,2,4,F,M,2,24482.8,N,33.533333,F
287,868,20,0,84,0,CC,FreeLocal,Intnl_discount,104,2,F,S,0,17138.2,N,63.786667,T
288,870,2,0,164,0,CC,Budget,Intnl_discount,167,2,F,M,2,47010.1,N,57.406667000000006,F
289,872,12,0,53,0,Auto,FreeLocal,Intnl_discount,66,1,F,S,0,67239.4,N,44.433333000000005,F
290,873,6,7,128,1,CC,FreeLocal,Standard,142,2,M,M,1,69406.7,Y,38.0,F
291,875,0,0,4,0,CC,Budget,Standard,4,1,F,M,2,83259.3,N,50.88,F
292,886,25,0,8,0,CH,FreeLocal,Standard,34,4,F,M,1,34555.0,N,23.0,T
293,887,0,0,112,0,CC,Budget,Standard,113,2,F,M,2,11234.7,Y,49.046667,F
294,891,24,5,60,0,CC,FreeLocal,Standard,90,1,F,M,2,68462.8,N,34.4,F
295,895,27,0,51,0,Auto,FreeLocal,Standard,78,3,F,M,2,63670.8,Y,46.146667,F
296,897,20,0,100,0,Auto,Budget,Standard,120,3,F,S,1,83287.0,Y,47.0,F
297,898,2,0,65,0,Auto,FreeLocal,Standard,93,2,M,M,0,12387.6,N,56.17333299999999,F
298,900,19,0,118,0,Auto,FreeLocal,Standard,137,1,F,M,1,82931.3,N,64.64,F
299,901,17,0,27,0,CH,Budget,Standard,44,3,F,M,2,57483.9,N,44.026666999999996,F
300,903,10,0,32,0,Auto,FreeLocal,Standard,43,4,F,S,2,21274.0,N,45.526666999999996,T
301,904,21,0,192,0,CC,FreeLocal,Standard,214,2,F,M,2,28267.0,N,30.093333,F
302,906,8,9,77,0,CH,Budget,Standard,94,3,F,M,2,36725.1,N,55.793333,F
303,910,20,0,19,0,CC,Budget,Standard,41,4,M,S,1,94188.3,N,57.54666700000001,T
304,913,15,0,6,0,CC,Budget,Standard,22,2,F,M,2,91861.0,Y,41.98,F
305,916,17,0,106,0,Auto,FreeLocal,Standard,123,1,F,S,1,12374.9,Y,33.493333,T
306,917,8,0,37,0,CH,FreeLocal,Standard,46,1,F,M,2,69133.9,Y,26.833333000000003,T
307,919,11,0,12,0,CH,FreeLocal,Intnl_discount,23,3,F,M,2,84948.0,Y,29.446666999999998,F
308,926,9,9,8,0,CC,FreeLocal,Intnl_discount,27,2,M,D,1,21416.5,N,35.653333,F
309,933,27,6,124,2,CH,FreeLocal,Standard,157,2,M,M,0,60101.1,Y,63.766667000000005,T
310,934,0,0,0,0,Auto,Budget,Standard,0,4,F,M,2,38215.9,N,30.886667,F
311,935,29,0,160,0,CC,FreeLocal,Standard,176,1,F,M,1,13829.4,N,20.0,T
312,936,2,0,24,0,CH,Budget,Intnl_discount,27,2,F,M,2,49745.3,N,47.966667,F
313,939,1,0,83,0,CC,FreeLocal,Intnl_discount,84,3,F,M,2,98003.7,Y,26.273333,F
314,940,3,8,5,0,CC,Budget,Intnl_discount,16,4,M,S,0,89142.7,N,53.693332999999996,T
315,941,20,0,106,0,Auto,FreeLocal,Intnl_discount,127,3,F,S,0,74530.8,N,63.086667000000006,F
316,943,30,0,262,0,CC,Budget,Standard,265,3,F,S,0,40120.0,N,22.0,T
317,950,11,0,5,0,CC,Budget,Standard,17,3,M,M,1,66931.9,N,63.933333,T
318,952,26,0,26,0,Auto,FreeLocal,Intnl_discount,48,4,F,M,1,40120.0,N,22.0,T
319,953,27,0,154,0,CC,Budget,Intnl_discount,168,3,F,S,0,40120.0,N,24.0,T
320,954,26,0,61,0,CC,Budget,Standard,65,2,F,S,0,40120.0,N,24.0,T
321,957,37,2,38,0,CC,FreeLocal,Standard,62,2,F,S,2,40120.0,N,22.0,T
322,958,28,0,106,0,CC,Budget,Standard,134,1,F,S,1,40120.0,N,21.0,T
323,967,21,0,6,0,CC,Budget,Standard,27,4,F,M,2,64816.6,Y,31.126666999999998,F
324,968,29,0,13,0,CC,FreeLocal,Standard,42,4,F,M,2,98217.1,N,44.98,F
325,972,6,0,132,0,CC,FreeLocal,Standard,139,4,F,M,2,41876.6,Y,44.093333,F
326,973,11,0,5,0,CC,FreeLocal,Standard,18,3,M,M,0,96223.4,Y,64.76,T
327,974,3,0,25,1,CC,Budget,Intnl_discount,29,3,F,S,0,15989.3,N,61.693332999999996,T
328,975,14,6,214,0,CC,Budget,Standard,234,3,M,M,0,69168.4,Y,62.426667,T
329,976,2,0,100,0,CC,Budget,Intnl_discount,113,2,M,M,1,92148.5,Y,38.0,F
330,977,2,7,40,0,CC,Budget,Standard,73,2,M,M,0,96681.0,Y,19.76,F
331,978,2,0,6,0,CC,FreeLocal,Intnl_discount,33,2,M,S,0,62705.9,Y,39.0,F
332,979,2,0,49,0,Auto,FreeLocal,Standard,50,2,M,S,0,80221.2,N,29.026667,F
333,980,2,0,43,0,CC,FreeLocal,Standard,56,2,M,S,0,84479.2,N,28.0,F
334,981,28,0,17,0,CC,FreeLocal,Standard,45,3,F,M,2,64977.4,N,38.193333,F
335,982,12,0,89,0,CH,FreeLocal,Standard,102,1,F,M,0,77994.0,N,50.553333,T
336,983,12,8,45,0,CC,Budget,Intnl_discount,66,4,M,M,2,90103.7,N,34.946667,F
337,984,12,0,18,0,CC,Budget,Standard,31,1,F,M,0,59008.4,Y,30.18,T
338,985,2,5,23,0,Auto,Budget,Intnl_discount,31,3,M,M,2,5265.35,N,52.873332999999995,F
339,987,21,0,85,0,CC,Budget,Intnl_discount,107,4,F,M,2,36647.9,N,49.986667,F
340,988,3,0,37,0,CH,Budget,Intnl_discount,40,1,F,S,0,64319.2,N,41.226667,T
341,989,20,0,9,0,Auto,Budget,Intnl_discount,29,2,F,S,1,73338.0,N,48.246666999999995,F
342,990,3,0,40,0,CC,FreeLocal,Standard,44,2,F,S,0,433.74,N,60.746667,T
343,991,18,0,8,0,CC,Budget,Standard,27,2,F,M,2,16962.2,N,45.36,F
344,996,21,0,87,0,CC,Budget,Standard,109,1,F,M,0,2031.61,N,20.3,T
345,1004,28,0,60,0,Auto,FreeLocal,Standard,89,4,F,M,1,8073.11,N,46.0,F
346,1005,24,0,5,0,CH,Budget,Standard,29,4,M,M,0,95448.6,Y,53.68,F
347,1008,0,0,4,2,CC,Budget,Standard,4,2,M,S,1,31952.0,N,34.266667,F
348,1009,29,0,9,0,CC,Budget,Intnl_discount,38,2,M,S,2,72084.7,N,55.64,F
349,1010,13,0,40,0,CC,Budget,Standard,53,4,F,S,0,42760.5,N,47.0,F
350,1016,16,0,114,0,CH,Budget,Standard,130,1,M,M,1,71472.9,N,41.913333,T
351,1017,7,0,6,0,CC,Budget,Standard,13,3,F,M,0,95405.7,N,48.0,F
352,1018,21,0,87,0,CC,Budget,Standard,108,1,F,S,0,95786.8,Y,52.646667,F
353,1020,0,0,11,0,CC,FreeLocal,Intnl_discount,12,3,M,S,0,90321.6,N,55.113333,T
354,1022,8,0,13,0,CH,Budget,Standard,21,3,F,M,2,56187.0,N,43.0,F
355,1030,29,0,45,0,CH,FreeLocal,Standard,75,4,M,M,2,29616.0,N,49.426667,F
356,1032,24,0,22,0,CC,FreeLocal,Standard,47,1,M,M,0,19732.8,N,50.673333,F
357,1038,5,0,23,0,CH,Budget,Intnl_discount,28,2,F,M,2,52004.8,N,25.14,F
358,1041,12,0,46,4,CC,FreeLocal,Standard,58,4,M,M,2,53010.8,N,18.84,F
359,1042,26,0,32,0,CC,Budget,Intnl_discount,58,1,M,M,0,75004.5,N,64.8,F
360,1045,20,0,13,0,CC,Budget,Standard,34,2,M,M,0,19749.3,N,60.36666700000001,F
361,1046,9,0,38,0,CC,Budget,Standard,48,1,M,S,1,57626.9,Y,43.906667,F
362,1047,9,0,6,0,CC,Budget,Intnl_discount,15,1,M,M,2,20078.0,N,32.846667,F
363,1048,17,4,49,1,Auto,FreeLocal,Standard,72,3,F,M,2,47902.0,N,26.033333,F
364,1059,0,0,28,0,CC,FreeLocal,Standard,29,3,F,S,0,78851.3,N,48.373333,F
365,1061,28,0,45,0,CH,Budget,Standard,74,4,F,M,0,83891.9,Y,61.02,T
366,1066,13,8,56,0,CC,Budget,Standard,78,3,F,M,2,5237.63,N,48.753333000000005,F
367,1069,11,1,22,0,CC,FreeLocal,Standard,36,2,M,S,2,89459.9,N,53.28,T
368,1072,14,0,25,0,CC,Budget,Standard,40,4,F,S,1,13576.5,N,39.426667,T
369,1073,20,0,15,1,CC,FreeLocal,Standard,36,4,F,S,0,81710.9,N,58.54,F
370,1084,11,0,50,0,CC,FreeLocal,Standard,61,4,F,S,1,7737.94,N,42.666667,T
371,1085,21,0,293,0,CH,Budget,Standard,314,2,M,S,2,120000.0,N,42.0,T
372,1086,0,0,2,0,CC,Budget,Standard,2,2,F,M,2,45287.6,Y,29.026667,F
373,1087,12,0,163,0,CC,Budget,Intnl_discount,175,4,F,M,2,59613.1,N,34.32,T
374,1092,18,0,59,0,CC,FreeLocal,Standard,77,2,F,S,2,9559.78,N,51.38,T
375,1095,20,0,39,0,CH,Budget,Intnl_discount,59,4,F,M,2,42031.8,N,50.753333000000005,F
376,1098,28,4,13,0,CC,Budget,Intnl_discount,47,4,M,M,1,39229.1,N,26.26,F
377,1099,23,0,50,0,Auto,FreeLocal,Standard,73,1,F,D,1,68427.4,N,42.393333,F
378,1101,9,4,111,0,Auto,Budget,Intnl_discount,125,4,M,S,0,3601.71,N,49.266667,T
379,1103,20,8,13,0,CC,FreeLocal,Standard,43,4,F,S,0,98716.3,N,55.66,T
380,1104,11,0,47,0,Auto,Budget,Standard,58,4,F,S,2,66182.7,Y,62.48,F
381,1108,16,0,56,0,CC,Budget,Intnl_discount,72,4,F,M,0,32703.1,Y,64.92,F
382,1113,11,0,74,0,Auto,FreeLocal,Intnl_discount,86,2,F,S,2,38280.0,N,33.74,F
383,1114,16,1,125,0,CC,FreeLocal,Intnl_discount,142,1,M,S,0,64136.6,Y,61.106667,T
384,1116,24,0,73,0,CH,FreeLocal,Standard,97,2,F,M,2,45429.7,Y,61.713333,T
385,1132,22,0,40,0,Auto,Budget,Standard,62,1,F,S,1,13109.1,N,62.606667,T
386,1134,2,0,11,0,CC,Budget,Standard,14,2,M,S,2,21021.6,Y,62.753333,F
387,1144,29,0,52,0,Auto,FreeLocal,Standard,82,1,F,M,2,62061.8,Y,45.92,F
388,1145,27,0,57,0,CC,Budget,Standard,85,1,F,M,1,20550.9,Y,22.12,T
389,1148,3,0,44,0,CC,FreeLocal,Standard,47,4,M,M,2,1765.41,N,18.766667,F
390,1159,0,0,0,0,Auto,Budget,Intnl_discount,0,4,F,S,2,2842.55,N,45.92,T
391,1160,15,1,12,0,CC,Budget,Standard,29,3,M,M,2,22358.1,N,52.626667000000005,F
392,1162,2,1,12,0,CC,FreeLocal,Standard,13,2,M,M,0,47870.8,Y,27.26,F
393,1163,22,0,27,0,CH,Budget,Standard,49,2,F,S,2,6440.46,Y,43.0,F
394,1178,11,9,115,1,Auto,FreeLocal,Intnl_discount,137,1,M,S,0,65000.0,Y,52.266667,T
395,1182,11,0,15,0,CC,Budget,Standard,26,1,M,M,2,1406.05,Y,19.306667,F
396,1184,22,0,28,0,Auto,Budget,Standard,50,3,F,S,0,73228.3,N,46.0,F
397,1185,2,0,150,0,Auto,FreeLocal,Standard,152,3,F,S,2,76231.9,N,63.806667000000004,F
398,1193,29,0,8,0,CH,Budget,Intnl_discount,38,1,F,S,0,93322.1,Y,40.313333,T
399,1198,0,3,10,0,CC,Budget,Intnl_discount,14,4,M,M,1,63437.3,N,63.653332999999996,T
400,1202,27,0,23,0,CC,Budget,Standard,51,4,M,M,2,49910.7,Y,51.52,F
401,1204,11,0,25,0,CC,FreeLocal,Standard,37,3,M,M,1,76161.4,Y,44.573333,T
402,1206,23,0,80,0,Auto,Budget,Standard,103,4,F,S,1,12686.0,N,64.8,T
403,1214,10,0,57,0,CC,FreeLocal,Standard,67,1,M,M,2,57360.8,Y,53.253333,F
404,1215,29,0,10,0,CC,FreeLocal,Standard,40,1,M,M,0,92414.7,Y,45.513333,T
405,1218,29,0,332,0,CC,Budget,Standard,361,2,F,M,2,17888.7,N,52.646667,F
406,1219,11,0,28,0,CC,FreeLocal,Intnl_discount,40,3,F,S,1,12526.3,N,53.553332999999995,T
407,1222,11,0,95,0,Auto,Budget,Standard,107,1,F,S,2,14578.8,Y,60.933333,T
408,1225,21,0,29,1,CC,FreeLocal,Standard,51,1,M,M,0,78572.2,Y,42.346667,T
409,1227,23,0,168,0,CC,FreeLocal,Standard,191,1,F,M,2,48238.8,N,34.706666999999996,F
410,1233,20,0,23,0,CC,Budget,Intnl_discount,43,3,F,S,2,76791.2,N,43.0,F
411,1238,4,0,114,1,CH,Budget,Standard,118,3,F,M,2,3193.6,N,54.04666700000001,F
412,1243,24,6,27,0,Auto,Budget,Standard,58,3,M,D,0,2056.06,Y,18.94,T
413,1244,25,0,68,0,CC,FreeLocal,Standard,94,1,F,M,2,7776.6,N,35.706666999999996,F
414,1246,4,7,8,0,CC,Budget,Standard,20,4,M,S,0,78000.0,N,46.0,T
415,1248,6,0,15,0,CC,FreeLocal,Standard,21,1,F,M,2,69343.3,N,42.166667,F
416,1249,0,0,23,2,Auto,Budget,Standard,24,3,F,M,0,83287.0,N,42.0,F
417,1252,4,0,6,0,CC,Budget,Intnl_discount,11,3,F,M,0,14932.5,N,70.0,F
418,1253,2,0,9,0,CC,Budget,Intnl_discount,12,2,F,S,0,27498.1,N,70.0,F
419,1255,26,0,103,0,CC,FreeLocal,Standard,129,4,F,M,2,21419.9,N,59.833332999999996,F
420,1256,5,8,63,0,Auto,FreeLocal,Standard,77,3,F,M,2,30665.2,Y,22.88,F
421,1257,6,0,30,0,Auto,FreeLocal,Intnl_discount,37,1,F,M,1,68000.0,Y,44.0,F
422,1260,22,0,41,0,CC,Budget,Intnl_discount,64,3,F,S,2,23464.0,Y,55.0,T
423,1261,28,0,38,0,CC,FreeLocal,Standard,67,4,F,M,2,194.57,N,41.0,F
424,1262,17,0,8,0,CH,FreeLocal,Intnl_discount,26,1,F,M,1,98680.4,Y,62.0,F
425,1264,10,0,93,0,CC,Budget,Standard,104,3,F,M,1,95620.3,Y,41.0,F
426,1265,22,0,151,0,Auto,FreeLocal,Intnl_discount,174,3,F,D,1,85275.0,N,70.0,F
427,1267,13,0,11,0,Auto,FreeLocal,Standard,25,2,F,M,1,98453.6,Y,55.0,F
428,1268,25,0,10,0,CC,FreeLocal,Intnl_discount,35,3,F,M,2,94026.8,Y,27.746667,F
429,1273,17,0,39,0,CC,Budget,Intnl_discount,57,4,M,M,2,47639.1,N,61.0,F
430,1276,5,8,25,0,CC,Budget,Intnl_discount,39,1,M,M,0,3911.9,N,59.0,F
431,1278,0,0,10,0,CC,FreeLocal,Standard,10,1,F,M,2,18296.4,Y,42.626667,F
432,1279,22,0,103,1,CC,FreeLocal,Standard,126,2,F,S,0,39461.0,N,22.226667000000003,T
433,1280,0,0,0,0,CC,FreeLocal,Standard,0,2,F,M,1,71502.5,N,57.0,F
434,1281,22,0,63,0,Auto,FreeLocal,Standard,86,4,F,S,1,66000.0,N,52.0,F
435,1282,0,0,2,0,CC,FreeLocal,Standard,2,2,F,M,1,95011.5,N,52.0,F
436,1283,4,7,258,0,CC,Budget,Intnl_discount,270,2,M,M,1,47371.0,Y,54.96,F
437,1284,25,0,125,2,CH,FreeLocal,Standard,151,4,F,M,2,52957.0,Y,39.746666999999995,F
438,1287,21,0,139,0,Auto,Budget,Standard,160,4,F,M,1,87404.6,N,63.18666700000001,F
439,1290,2,0,36,1,CC,FreeLocal,Standard,38,1,F,S,0,2121.36,N,39.786667,T
440,1291,7,0,65,0,CH,Budget,Intnl_discount,73,3,F,M,2,63566.1,Y,56.3,F
441,1292,10,0,13,0,CC,FreeLocal,Standard,23,2,F,M,0,52089.6,N,48.0,F
442,1296,21,0,19,0,CC,FreeLocal,Intnl_discount,41,2,F,M,2,82644.2,Y,33.493333,F
443,1299,11,0,48,0,CC,Budget,Intnl_discount,59,1,F,M,1,38738.3,N,60.0,F
444,1300,11,0,28,0,Auto,Budget,Intnl_discount,40,4,F,M,2,60485.5,N,41.666667,F
445,1301,17,6,51,0,CC,FreeLocal,Standard,74,4,F,M,1,56722.8,N,60.593332999999994,T
446,1303,0,0,2,0,CH,FreeLocal,Intnl_discount,2,1,F,M,2,809.43,Y,31.913333,F
447,1304,18,5,20,0,CC,Budget,Standard,43,2,M,S,1,76529.8,N,58.28,T
448,1305,29,0,116,3,CH,Budget,Standard,145,2,F,M,2,34577.7,N,63.253333,F
449,1306,28,0,45,0,CH,Budget,Standard,74,4,M,M,0,23000.0,Y,61.02,T
450,1307,27,0,45,0,Auto,Budget,Standard,73,1,F,M,0,77000.0,N,55.0,F
451,1309,23,0,126,0,Auto,FreeLocal,Standard,150,3,F,M,0,98056.3,N,55.966667,F
452,1310,0,0,2,0,CH,Budget,Standard,2,1,M,M,0,73400.0,Y,53.213333,T
453,1311,12,0,83,0,CH,FreeLocal,Standard,96,1,F,M,0,53432.2,Y,57.0,F
454,1312,2,1,43,0,CH,Budget,Intnl_discount,46,3,M,M,0,78894.2,N,52.74,T
455,1313,20,8,80,0,CH,Budget,Intnl_discount,109,3,M,S,1,16432.1,Y,20.92,T
456,1314,8,4,55,0,CH,Budget,Intnl_discount,68,3,M,M,0,62797.9,N,54.446667000000005,T
457,1315,14,3,45,0,CC,Budget,Standard,63,1,M,S,1,71329.9,Y,42.233333,T
458,1316,21,0,25,0,CC,Budget,Standard,46,2,F,S,0,91498.9,N,52.0,F
459,1317,9,4,111,0,Auto,Budget,Intnl_discount,125,4,M,S,0,3601.71,N,49.266667,T
460,1318,19,0,105,0,CH,Budget,Standard,125,1,F,S,1,33084.3,Y,50.313333,F
461,1319,22,7,65,0,CC,FreeLocal,Standard,95,1,F,S,0,20913.6,N,53.013332999999996,T
462,1321,29,0,48,0,CC,FreeLocal,Standard,78,1,F,S,1,49553.9,Y,48.0,F
463,1322,12,0,7,0,Auto,Budget,Intnl_discount,20,4,F,S,1,540.4,Y,39.213333,T
464,1327,29,0,114,1,CC,FreeLocal,Standard,143,2,F,M,1,88759.5,N,60.0,F
465,1331,19,6,11,0,CC,FreeLocal,Intnl_discount,38,1,M,S,0,2805.01,Y,25.0,T
466,1332,16,5,30,0,CC,FreeLocal,Intnl_discount,52,3,F,S,0,5185.31,N,62.053332999999995,T
467,1334,22,8,75,0,CH,Budget,Intnl_discount,106,2,F,S,0,38000.0,N,22.433332999999998,T
468,1336,8,0,22,0,CC,FreeLocal,Standard,31,4,F,M,2,80087.7,N,41.92,F
469,1339,28,0,113,0,CC,FreeLocal,Standard,141,2,F,S,2,11251.1,Y,43.0,T
470,1341,7,4,43,0,CC,FreeLocal,Standard,55,1,M,M,0,70908.7,N,49.62,T
471,1342,14,5,73,0,CC,FreeLocal,Standard,93,1,M,S,0,94928.3,N,40.18,T
472,1344,20,2,90,0,Auto,FreeLocal,Standard,112,3,F,M,2,50622.3,N,40.46,F
473,1346,16,4,18,0,CH,FreeLocal,Intnl_discount,39,2,M,M,0,78000.0,Y,50.0,T
474,1353,17,6,51,0,CC,FreeLocal,Standard,74,4,F,M,1,56722.8,N,60.593332999999994,T
475,1355,0,0,3,0,CC,Budget,Intnl_discount,3,2,M,M,1,80000.0,N,39.0,F
476,1359,29,0,59,0,CC,FreeLocal,Standard,88,1,F,M,2,8032.16,N,45.666667,F
477,1360,18,0,25,0,Auto,FreeLocal,Standard,44,1,F,S,0,93454.3,Y,48.533333,F
478,1362,0,7,208,0,Auto,Budget,Standard,215,1,F,S,0,83287.0,N,60.0,F
479,1363,23,0,51,0,Auto,FreeLocal,Standard,74,1,F,S,0,92564.1,Y,49.133333,F
480,1365,4,3,82,0,CH,Budget,Intnl_discount,90,3,M,S,0,70000.0,Y,48.0,T
481,1367,6,0,43,0,CC,FreeLocal,Standard,50,2,F,M,2,48322.5,Y,49.333333,F
482,1369,6,8,184,0,Auto,Budget,Standard,199,2,M,S,2,78373.5,N,35.346667,F
483,1374,7,0,9,1,CC,Budget,Standard,17,1,F,M,2,69486.8,N,30.946666999999998,F
484,1375,0,0,2,0,CH,Budget,Intnl_discount,2,1,F,M,2,24482.8,N,33.533333,F
485,1378,7,0,7,0,CC,Budget,Standard,14,2,F,M,2,92103.8,N,52.153333,F
486,1379,25,7,54,0,CH,Budget,Intnl_discount,87,3,F,S,2,8392.14,Y,36.68,T
487,1380,20,0,84,0,CC,FreeLocal,Intnl_discount,104,4,F,S,0,17138.2,N,63.786667,T
488,1384,12,0,53,0,Auto,FreeLocal,Intnl_discount,66,4,F,D,1,67239.4,N,44.433333000000005,F
489,1385,6,7,128,1,CC,FreeLocal,Standard,142,4,M,M,1,69406.7,Y,46.826667,T
490,1387,0,0,4,0,CC,Budget,Standard,4,1,F,M,2,83259.3,N,50.88,F
491,1399,0,0,112,0,CC,Budget,Standard,113,3,F,M,2,11234.7,Y,49.046667,F
492,1401,0,0,3,1,CH,Budget,Intnl_discount,3,3,F,M,2,36660.9,Y,39.96,F
493,1403,24,5,60,0,CC,FreeLocal,Standard,90,4,F,M,2,68462.8,N,34.4,F
494,1406,10,0,72,0,CC,Budget,Standard,82,3,F,M,2,72841.3,N,47.02,F
495,1407,27,0,51,0,Auto,FreeLocal,Standard,78,2,F,M,2,63670.8,Y,46.146667,F
496,1408,29,5,35,0,CC,Budget,Standard,70,3,M,S,0,66666.0,N,77.0,T
497,1409,20,0,100,0,Auto,Budget,Standard,120,2,F,S,1,77000.0,Y,45.486667,F
498,1410,2,0,65,0,Auto,FreeLocal,Standard,93,2,M,M,0,12387.6,N,56.17333299999999,F
499,1413,17,0,27,0,CH,Budget,Standard,44,3,F,M,2,57483.9,N,44.026666999999996,F
500,1418,8,9,77,0,CH,Budget,Standard,94,3,F,M,2,36725.1,N,55.793333,F
501,1422,20,0,19,0,CC,Budget,Standard,41,3,M,S,1,94188.3,N,57.54666700000001,T
502,1428,17,0,106,0,Auto,FreeLocal,Standard,123,1,F,S,1,12374.9,Y,33.493333,T
503,1429,8,0,37,0,CH,FreeLocal,Standard,46,4,F,M,2,69133.9,Y,26.833333000000003,F
504,1431,11,0,12,0,CH,FreeLocal,Intnl_discount,23,2,F,M,2,84948.0,Y,29.446666999999998,F
505,1432,2,0,50,0,Auto,Budget,Standard,52,1,F,M,2,30998.8,N,40.96,F
506,1438,9,9,8,0,CC,FreeLocal,Intnl_discount,27,1,M,M,2,21416.5,N,35.653333,F
507,1445,27,6,124,2,CH,FreeLocal,Standard,157,4,M,M,0,60101.1,Y,63.766667000000005,T
508,1447,30,0,160,0,CC,FreeLocal,Standard,176,1,F,M,1,40120.0,N,24.0,T
509,1448,2,0,24,0,CH,Budget,Intnl_discount,27,3,F,M,2,49745.3,N,47.966667,F
510,1451,1,0,83,0,CC,FreeLocal,Intnl_discount,84,1,F,M,2,98003.7,Y,26.273333,F
511,1453,20,0,106,0,Auto,FreeLocal,Intnl_discount,127,2,F,S,0,74530.8,N,63.086667000000006,F
512,1455,37,0,262,0,CC,Budget,Standard,265,3,F,S,0,40120.0,N,24.0,T
513,1460,22,0,82,0,CC,Budget,Intnl_discount,104,3,F,M,2,76289.2,N,48.206666999999996,F
514,1462,11,0,5,0,CC,Budget,Standard,17,3,M,M,1,66931.9,N,63.933333,T
515,1463,32,0,99,0,CC,FreeLocal,Standard,108,4,F,S,0,40120.0,Y,23.0,T
516,1464,39,0,26,0,Auto,FreeLocal,Intnl_discount,48,3,F,M,1,14085.5,N,24.0,T
517,1465,59,0,154,0,CC,Budget,Intnl_discount,168,4,F,S,0,32962.6,N,21.0,T
518,1466,43,0,61,0,CC,Budget,Standard,65,4,F,S,0,42000.0,N,22.0,T
519,1467,39,0,35,0,Auto,Budget,Standard,41,1,F,S,2,43000.0,N,20.0,T
520,1468,14,0,9,0,Auto,Budget,Intnl_discount,23,2,F,D,1,77726.4,N,56.72,F
521,1469,59,2,38,0,CC,FreeLocal,Standard,62,4,F,S,2,42000.0,N,18.0,T
522,1480,29,0,13,0,CC,FreeLocal,Standard,42,4,F,M,2,98217.1,N,44.98,F
523,1482,14,0,88,0,CH,Budget,Intnl_discount,102,3,F,S,1,2929.13,N,53.50666700000001,T
524,1484,6,0,132,0,CC,FreeLocal,Standard,139,4,F,M,2,41876.6,Y,44.093333,F
525,1491,2,0,49,0,Auto,FreeLocal,Standard,50,2,M,S,0,80221.2,N,29.026667,F
526,1492,1,0,43,0,CC,FreeLocal,Standard,56,2,M,S,0,84479.2,N,32.0,F
527,1494,12,0,89,0,CH,FreeLocal,Standard,102,1,F,M,0,77994.0,N,50.553333,T
528,1496,12,0,18,0,CC,Budget,Standard,31,1,F,M,0,59008.4,Y,30.18,T
529,1497,2,5,23,0,Auto,Budget,Intnl_discount,31,4,M,M,2,5265.35,N,52.873332999999995,F
530,1498,5,7,76,0,CH,FreeLocal,Intnl_discount,88,2,M,S,1,84978.1,N,21.64,F
531,1499,21,0,85,0,CC,Budget,Intnl_discount,107,1,F,M,2,36647.9,N,49.986667,T
532,1503,18,0,8,0,CC,Budget,Standard,27,2,F,M,2,16962.2,N,45.36,F
533,1505,20,4,117,0,CH,Budget,Intnl_discount,142,4,M,M,2,10708.3,N,26.026667,F
534,1508,21,0,87,0,CC,Budget,Standard,109,3,F,M,0,2031.61,N,20.3,T
535,1515,0,0,15,0,CC,FreeLocal,Standard,15,3,F,M,0,55221.0,N,47.0,F
536,1516,28,0,60,0,Auto,FreeLocal,Standard,89,3,F,M,1,8073.11,N,48.0,F
537,1519,29,0,40,0,CC,Budget,Intnl_discount,70,2,M,S,2,63152.6,Y,63.17333299999999,F
538,1522,13,0,40,0,CC,Budget,Standard,53,2,F,S,0,42760.5,N,52.646667,F
539,1523,23,0,10,0,Auto,Budget,Intnl_discount,34,2,F,S,1,49072.0,N,62.0,F
540,1524,16,0,126,0,CC,FreeLocal,Standard,142,4,F,M,0,27371.8,Y,41.0,F
541,1529,7,0,6,0,CC,Budget,Standard,13,4,F,M,0,95405.7,N,43.0,F
542,1530,21,0,87,0,CC,Budget,Standard,108,4,F,S,0,95786.8,Y,46.0,F
543,1532,0,0,11,0,CC,FreeLocal,Intnl_discount,12,3,M,S,0,90321.6,N,55.113333,T
